time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
0.005000,0.000015,0.000018,-0.000030,-0.000040,0.000000,0.000000
0.010000,0.000052,0.000046,-0.000449,-0.000359,0.000002,0.000002
0.015000,0.000094,0.000097,-0.002184,-0.002463,0.000003,0.000003
0.020000,0.000103,0.000105,-0.006502,-0.005899,-0.000001,-0.000000
0.025000,0.000006,-0.000010,-0.014622,-0.015664,-0.000012,-0.000014
0.030000,-0.000182,-0.000161,-0.027649,-0.026080,-0.000025,-0.000024
0.035000,-0.000463,-0.000498,-0.046068,-0.048183,-0.000033,-0.000035
0.040000,-0.000800,-0.000770,-0.069814,-0.067191,-0.000034,-0.000037
0.045000,-0.001116,-0.001149,-0.098350,-0.101422,-0.000023,-0.000027
0.050000,-0.001439,-0.001407,-0.130693,-0.127320,0.000004,-0.000006
0.055000,-0.001779,-0.001812,-0.165681,-0.169293,0.000051,0.000047
0.060000,-0.002123,-0.002088,-0.202055,-0.198418,0.000117,0.000098
0.065000,-0.002396,-0.002414,-0.238601,-0.242267,0.000198,0.000192
0.070000,-0.002549,-0.002535,-0.274218,-0.270781,0.000291,0.000266
0.075000,-0.002638,-0.002642,-0.308018,-0.311342,0.000398,0.000392
0.080000,-0.002737,-0.002717,-0.339315,-0.336395,0.000511,0.000481
0.085000,-0.002893,-0.002903,-0.367714,-0.370487,0.000626,0.000618
0.090000,-0.003084,-0.003057,-0.393097,-0.390799,0.000743,0.000710
0.095000,-0.003266,-0.003274,-0.415637,-0.417866,0.000861,0.000850
0.100000,-0.003430,-0.003405,-0.435577,-0.433821,0.000980,0.000945
0.105000,-0.003552,-0.003551,-0.453267,-0.455074,0.001098,0.001086
0.110000,-0.003636,-0.003618,-0.469128,-0.467767,0.001216,0.001180
0.115000,-0.003697,-0.003691,-0.483525,-0.485064,0.001331,0.001317
0.120000,-0.003770,-0.003750,-0.496754,-0.495653,0.001437,0.001401
0.125000,-0.003895,-0.003896,-0.509134,-0.510530,0.001532,0.001515
0.130000,-0.004026,-0.004000,-0.520946,-0.519987,0.001623,0.001587
0.135000,-0.004125,-0.004118,-0.532411,-0.533759,0.001709,0.001690
0.140000,-0.004142,-0.004129,-0.543655,-0.542764,0.001788,0.001753
0.145000,-0.004092,-0.004071,-0.554728,-0.556067,0.001861,0.001840
0.150000,-0.003942,-0.003950,-0.565646,-0.564812,0.001927,0.001893
0.155000,-0.003722,-0.003686,-0.576390,-0.577720,0.001985,0.001963
0.160000,-0.003452,-0.003469,-0.586904,-0.586144,0.002033,0.002002
0.165000,-0.003160,-0.003119,-0.596872,-0.598104,0.002075,0.002052
0.170000,-0.002863,-0.002880,-0.605181,-0.604789,0.002110,0.002080
0.175000,-0.002589,-0.002552,-0.610110,-0.610690,0.002132,0.002108
0.180000,-0.002376,-0.002384,-0.609854,-0.610522,0.002138,0.002112
0.185000,-0.002203,-0.002237,-0.602717,-0.601949,0.002125,0.002096
0.190000,-0.001978,-0.002178,-0.587250,-0.589601,0.002092,0.002068
0.195000,-0.001674,-0.001995,-0.562437,-0.559831,0.002044,0.001999
0.200000,-0.001324,-0.001831,-0.527693,-0.532042,0.001987,0.001938
0.205000,-0.000965,-0.001445,-0.483153,-0.478620,0.001935,0.001840
0.210000,-0.000609,-0.001148,-0.429479,-0.435672,0.001895,0.001779
0.215000,-0.000263,-0.000716,-0.367949,-0.361886,0.001872,0.001706
0.220000,0.000009,-0.000489,-0.300713,-0.308065,0.001862,0.001667
0.225000,0.000225,-0.000219,-0.230346,-0.223675,0.001861,0.001622
0.230000,0.000374,-0.000095,-0.159238,-0.166764,0.001869,0.001599
0.235000,0.000519,0.000084,-0.089367,-0.082956,0.001885,0.001578
0.240000,0.000666,0.000202,-0.022343,-0.029323,0.001911,0.001573
0.245000,0.000810,0.000375,0.040781,0.046413,0.001946,0.001578
0.250000,0.000974,0.000504,0.099349,0.093275,0.001986,0.001588
0.255000,0.001225,0.000800,0.152980,0.157636,0.002033,0.001612
0.260000,0.001557,0.001063,0.201488,0.196449,0.002091,0.001637
0.265000,0.001961,0.001540,0.244819,0.248457,0.002159,0.001691
0.270000,0.002392,0.001881,0.283047,0.279045,0.002235,0.001734
0.275000,0.002810,0.002378,0.316358,0.319035,0.002313,0.001804
0.280000,0.003239,0.002717,0.345040,0.341984,0.002393,0.001854
0.285000,0.003624,0.003172,0.369487,0.371345,0.002469,0.001929
0.290000,0.003917,0.003405,0.390268,0.387968,0.002540,0.001975
0.295000,0.004085,0.003602,0.408087,0.409376,0.002604,0.002039
0.300000,0.004152,0.003650,0.423605,0.421789,0.002659,0.002077
0.305000,0.004243,0.003755,0.437486,0.438471,0.002703,0.002120
0.310000,0.004397,0.003876,0.450282,0.448711,0.002738,0.002142
0.314999,0.004595,0.004109,0.462405,0.463280,0.002766,0.002167
0.319999,0.004820,0.004288,0.474205,0.472727,0.002793,0.002183
0.324999,0.005056,0.004565,0.485984,0.486881,0.002822,0.002209
0.329999,0.005298,0.004757,0.497948,0.496460,0.002858,0.002231
0.334999,0.005527,0.005026,0.510254,0.511241,0.002900,0.002273
0.339999,0.005704,0.005165,0.522913,0.521381,0.002950,0.002306
0.344999,0.005785,0.005259,0.535814,0.536875,0.003006,0.002363
0.349999,0.005764,0.005236,0.548785,0.547265,0.003066,0.002405
0.354999,0.005709,0.005166,0.561583,0.562636,0.003122,0.002463
0.359999,0.005645,0.005113,0.574004,0.572584,0.003171,0.002495
0.364999,0.005521,0.004959,0.585933,0.586913,0.003213,0.002537
0.369999,0.005338,0.004807,0.597215,0.595952,0.003245,0.002557
0.374999,0.005223,0.004665,0.607674,0.608518,0.003270,0.002578
0.379999,0.005253,0.004686,0.617313,0.616240,0.003287,0.002587
0.384999,0.005430,0.004893,0.626121,0.626825,0.003300,0.002595
0.389999,0.005673,0.005086,0.634143,0.633250,0.003313,0.002600
0.394998,0.005898,0.005349,0.641526,0.642124,0.003328,0.002611
0.399998,0.006055,0.005473,0.648373,0.647608,0.003344,0.002620
0.404998,0.006185,0.005625,0.654777,0.655307,0.003362,0.002635
0.409998,0.006237,0.005663,0.660776,0.660111,0.003375,0.002642
0.414998,0.006223,0.005642,0.666486,0.666977,0.003380,0.002644
0.419998,0.006139,0.005576,0.671964,0.671366,0.003376,0.002637
0.424998,0.005935,0.005332,0.677328,0.677817,0.003365,0.002620
0.429998,0.005670,0.005118,0.682659,0.682089,0.003352,0.002606
0.434998,0.005412,0.004807,0.687978,0.688483,0.003339,0.002587
0.439998,0.005155,0.004603,0.693178,0.692654,0.003327,0.002574
0.444998,0.004832,0.004214,0.698170,0.698654,0.003317,0.002558
0.449998,0.004453,0.003908,0.702850,0.702408,0.003307,0.002547
0.454998,0.004094,0.003477,0.707135,0.707558,0.003294,0.002528
0.459998,0.003791,0.003234,0.710770,0.710481,0.003275,0.002511
0.464998,0.003576,0.002974,0.713336,0.713567,0.003252,0.002481
0.469997,0.003437,0.002863,0.714378,0.714414,0.003220,0.002454
0.474997,0.003345,0.002755,0.713444,0.713299,0.003177,0.002405
0.479997,0.003258,0.002689,0.710091,0.710631,0.003122,0.002363
0.484997,0.003098,0.002500,0.703956,0.703276,0.003051,0.002282
0.489997,0.002842,0.002299,0.694759,0.695930,0.002964,0.002218
0.494997,0.002506,0.001902,0.682320,0.681017,0.002867,0.002111
0.499997,0.002110,0.001589,0.666662,0.668495,0.002766,0.002038
0.504997,0.001726,0.001138,0.648042,0.646172,0.002667,0.001932
0.509997,0.001415,0.000893,0.626800,0.629182,0.002571,0.001865
0.514997,0.001187,0.000628,0.603315,0.601021,0.002480,0.001773
0.519997,0.001016,0.000498,0.578006,0.580779,0.002397,0.001718
0.524997,0.000926,0.000400,0.551225,0.548661,0.002322,0.001647
0.529997,0.000907,0.000394,0.523250,0.526287,0.002251,0.001604
0.534997,0.000958,0.000466,0.494392,0.491679,0.002182,0.001541
0.539997,0.001126,0.000609,0.464945,0.468130,0.002106,0.001494
0.544997,0.001344,0.000881,0.435064,0.432292,0.002024,0.001416
0.549996,0.001618,0.001106,0.404863,0.408138,0.001931,0.001356
0.554996,0.001906,0.001458,0.374487,0.371704,0.001832,0.001258
0.559996,0.002146,0.001654,0.343982,0.347311,0.001732,0.001192
0.564996,0.002305,0.001850,0.313407,0.310636,0.001633,0.001093
0.569996,0.002365,0.001901,0.282822,0.286176,0.001541,0.001031
0.574996,0.002296,0.001821,0.252294,0.249557,0.001458,0.000948
0.579996,0.002038,0.001616,0.221873,0.225230,0.001385,0.000900
0.584996,0.001618,0.001116,0.191595,0.188909,0.001327,0.000845
0.589996,0.001091,0.000694,0.161518,0.164854,0.001291,0.000824
0.594996,0.000471,-0.000049,0.131663,0.129039,0.001277,0.000819
0.599996,-0.000231,-0.000611,0.102096,0.105391,0.001287,0.000835
0.604996,-0.000937,-0.001457,0.072849,0.070301,0.001320,0.000886
0.609996,-0.001648,-0.002026,0.043979,0.047207,0.001374,0.000936
0.614996,-0.002346,-0.002861,0.015495,0.013030,0.001445,0.001032
0.619996,-0.002997,-0.003384,-0.012594,-0.009441,0.001531,0.001108
0.624996,-0.003565,-0.004065,-0.040246,-0.042622,0.001632,0.001239
0.629995,-0.004022,-0.004430,-0.067359,-0.064315,0.001738,0.001332
0.634995,-0.004383,-0.004863,-0.093857,-0.096113,0.001853,0.001481
0.639995,-0.004644,-0.005071,-0.119646,-0.116752,0.001974,0.001586
0.644995,-0.004824,-0.005289,-0.144584,-0.146682,0.002102,0.001752
0.649995,-0.004915,-0.005362,-0.168581,-0.165887,0.002231,0.001863
0.654995,-0.004899,-0.005343,-0.191557,-0.193468,0.002354,0.002024
0.659995,-0.004749,-0.005222,-0.213464,-0.211001,0.002464,0.002120
0.664995,-0.004541,-0.004975,-0.234238,-0.235941,0.002554,0.002240
0.669995,-0.004338,-0.004815,-0.253828,-0.251619,0.002624,0.002305
0.674995,-0.004168,-0.004615,-0.272164,-0.273634,0.002682,0.002386
0.679995,-0.004056,-0.004527,-0.289146,-0.287228,0.002731,0.002431
0.684995,-0.004001,-0.004464,-0.304744,-0.305958,0.002773,0.002491
0.689995,-0.003992,-0.004458,-0.318883,-0.317278,0.002809,0.002526
0.694995,-0.004047,-0.004526,-0.331594,-0.332547,0.002838,0.002567
0.699995,-0.004195,-0.004647,-0.342982,-0.341667,0.002851,0.002582
0.704994,-0.004386,-0.004879,-0.353096,-0.353818,0.002849,0.002585
0.709994,-0.004530,-0.004995,-0.361919,-0.360885,0.002833,0.002575
0.714994,-0.004591,-0.005071,-0.369483,-0.369980,0.002803,0.002544
0.719994,-0.004619,-0.005096,-0.375850,-0.375081,0.002759,0.002511
0.724994,-0.004591,-0.005063,-0.381101,-0.381396,0.002703,0.002447
0.729994,-0.004421,-0.004928,-0.385249,-0.384723,0.002638,0.002398
0.734994,-0.004107,-0.004553,-0.388348,-0.388457,0.002569,0.002317
0.739994,-0.003749,-0.004265,-0.390367,-0.390082,0.002498,0.002261
0.744994,-0.003447,-0.003902,-0.391284,-0.391197,0.002426,0.002175
0.749994,-0.003223,-0.003723,-0.391095,-0.391056,0.002354,0.002117
0.754994,-0.003070,-0.003538,-0.389817,-0.389539,0.002281,0.002029
0.759994,-0.002961,-0.003450,-0.387439,-0.387644,0.002206,0.001968
0.764994,-0.002926,-0.003408,-0.384030,-0.383567,0.002130,0.001875
0.769994,-0.002930,-0.003409,-0.379634,-0.380059,0.002054,0.001812
0.774994,-0.002939,-0.003416,-0.374351,-0.373734,0.001974,0.001713
0.779994,-0.002893,-0.003379,-0.368230,-0.368847,0.001890,0.001643
0.784993,-0.002794,-0.003257,-0.361359,-0.360617,0.001802,0.001533
0.789993,-0.002622,-0.003116,-0.353759,-0.354545,0.001713,0.001458
0.794993,-0.002393,-0.002839,-0.345491,-0.344639,0.001624,0.001346
0.799993,-0.002076,-0.002584,-0.336590,-0.337526,0.001537,0.001273
0.804993,-0.001687,-0.002116,-0.327126,-0.326185,0.001454,0.001166
0.809993,-0.001261,-0.001771,-0.317188,-0.318244,0.001375,0.001098
0.814993,-0.000880,-0.001310,-0.306837,-0.305839,0.001300,0.001002
0.819993,-0.000529,-0.001027,-0.296165,-0.297313,0.001234,0.000944
0.824993,-0.000177,-0.000603,-0.285182,-0.284148,0.001179,0.000870
0.829993,0.000173,-0.000320,-0.273963,-0.275182,0.001128,0.000824
0.834993,0.000478,0.000047,-0.262571,-0.261527,0.001077,0.000756
0.839993,0.000745,0.000261,-0.251032,-0.252305,0.001027,0.000711
0.844993,0.001032,0.000608,-0.239326,-0.238270,0.000980,0.000646
0.849993,0.001320,0.000840,-0.227431,-0.228763,0.000934,0.000605
0.854993,0.001556,0.001124,-0.215335,-0.214262,0.000893,0.000547
0.859993,0.001687,0.001228,-0.203120,-0.204496,0.000853,0.000511
0.864992,0.001732,0.001284,-0.190878,-0.189816,0.000813,0.000456
0.869992,0.001715,0.001271,-0.178634,-0.180028,0.000774,0.000420
0.874992,0.001662,0.001208,-0.166414,-0.165374,0.000737,0.000369
0.879992,0.001571,0.001134,-0.154242,-0.155644,0.000697,0.000333
0.884992,0.001456,0.000999,-0.142086,-0.141067,0.000653,0.000275
0.889992,0.001319,0.000889,-0.129984,-0.131388,0.000607,0.000234
0.894992,0.001155,0.000694,-0.117992,-0.117005,0.000557,0.000167
0.899992,0.000965,0.000542,-0.106133,-0.107522,0.000499,0.000117
0.904992,0.000749,0.000279,-0.094461,-0.093523,0.000437,0.000037
0.909992,0.000170,-0.000167,-0.082995,-0.084351,0.000374,-0.000017
0.914992,-0.001724,-0.002456,-0.071767,-0.070881,0.000298,-0.000109
0.919992,-0.006092,-0.005929,-0.060752,-0.062068,0.000188,-0.000193
0.924992,-0.014253,-0.015740,-0.050045,-0.049222,0.000004,-0.000400
0.929992,-0.027277,-0.026155,-0.039608,-0.040875,-0.000297,-0.000622
0.934992,-0.045593,-0.048138,-0.029365,-0.028587,-0.000762,-0.001141
0.939991,-0.069217,-0.067047,-0.019382,-0.020598,-0.001435,-0.001646
0.944991,-0.097665,-0.101174,-0.009777,-0.009071,-0.002343,-0.002676
0.949991,-0.129955,-0.127030,-0.000718,-0.001815,-0.003481,-0.003543
0.954991,-0.164939,-0.168995,0.007654,0.008240,-0.004818,-0.005082
0.959991,-0.201344,-0.198147,0.015214,0.014298,-0.006298,-0.006225
0.964991,-0.237880,-0.241985,0.021820,0.022236,-0.007828,-0.008006
0.969991,-0.273485,-0.270492,0.027396,0.026707,-0.009313,-0.009166
0.974991,-0.307278,-0.311050,0.031942,0.032175,-0.010673,-0.010762
0.979991,-0.338673,-0.336184,0.035541,0.035059,-0.011855,-0.011692
0.984991,-0.367324,-0.370581,0.038286,0.038364,-0.012824,-0.012837
0.989991,-0.393144,-0.391250,0.040310,0.039984,-0.013567,-0.013423
0.994991,-0.416182,-0.418921,0.041758,0.041729,-0.014100,-0.014056
0.999991,-0.436638,-0.435296,0.042784,0.042551,-0.014458,-0.014339
1.004991,-0.454794,-0.457111,0.043537,0.043459,-0.014685,-0.014609
1.009991,-0.470968,-0.470058,0.044108,0.043916,-0.014816,-0.014712
1.014991,-0.485574,-0.487616,0.044559,0.044462,-0.014879,-0.014787
1.019992,-0.498981,-0.498354,0.044957,0.044781,-0.014905,-0.014806
1.024992,-0.511511,-0.513422,0.045387,0.045300,-0.014934,-0.014840
1.029992,-0.523444,-0.522983,0.045899,0.045711,-0.014998,-0.014891
1.034992,-0.534971,-0.536846,0.046517,0.046458,-0.015122,-0.015039
1.039993,-0.546233,-0.545875,0.047314,0.047098,-0.015352,-0.015222
1.044993,-0.557289,-0.559171,0.048304,0.048291,-0.015701,-0.015640
1.049993,-0.568140,-0.567873,0.049511,0.049259,-0.016192,-0.016032
1.054993,-0.578789,-0.580683,0.050922,0.050955,-0.016831,-0.016796
1.059994,-0.589237,-0.589066,0.052516,0.052234,-0.017608,-0.017417
1.064994,-0.599136,-0.600959,0.054234,0.054299,-0.018480,-0.018460
1.069994,-0.607275,-0.607521,0.055989,0.055708,-0.019387,-0.019186
1.074994,-0.611952,-0.613147,0.057696,0.057758,-0.020257,-0.020229
1.079994,-0.611407,-0.612767,0.059254,0.059006,-0.021001,-0.020825
1.084995,-0.604016,-0.603931,0.060613,0.060639,-0.021568,-0.021510
1.089995,-0.588394,-0.591490,0.061738,0.061538,-0.021928,-0.021800
1.094995,-0.563549,-0.561731,0.062651,0.062635,-0.022102,-0.022014
1.099995,-0.528864,-0.534027,0.063334,0.063184,-0.022088,-0.022008
1.104996,-0.484365,-0.480702,0.063747,0.063685,-0.021876,-0.021758
1.109996,-0.430673,-0.437764,0.063842,0.063769,-0.021467,-0.021431
1.114996,-0.369076,-0.363925,0.063522,0.063399,-0.020866,-0.020706
1.119996,-0.301728,-0.310028,0.062748,0.062791,-0.020128,-0.020105
1.124997,-0.231157,-0.225406,0.061521,0.061338,-0.019327,-0.019124
1.129997,-0.159662,-0.168193,0.059905,0.060057,-0.018548,-0.018478
1.134997,-0.089218,-0.083701,0.057967,0.057748,-0.017853,-0.017609
1.139997,-0.021439,-0.029463,0.055771,0.055999,-0.017283,-0.017126
1.144997,0.042458,0.047204,0.053431,0.053204,-0.016859,-0.016577
1.149998,0.101742,0.094643,0.051005,0.051269,-0.016581,-0.016329
1.154998,0.156020,0.159789,0.048498,0.048266,-0.016450,-0.016134
1.159998,0.205093,0.199061,0.045896,0.046187,-0.016467,-0.016125
1.164998,0.248855,0.251595,0.043191,0.042941,-0.016632,-0.016289
1.169999,0.287401,0.282441,0.040361,0.040678,-0.016945,-0.016519
1.174999,0.320906,0.322670,0.037386,0.037106,-0.017409,-0.017047
1.179999,0.349665,0.345683,0.034285,0.034623,-0.018016,-0.017515
1.184999,0.374010,0.374921,0.031060,0.030751,-0.018761,-0.018384
1.190000,0.394494,0.391304,0.027795,0.028136,-0.019608,-0.019048
1.195000,0.411860,0.412169,0.024556,0.024242,-0.020523,-0.020127
1.200000,0.426914,0.424210,0.021294,0.021630,-0.021512,-0.020908
1.205000,0.440451,0.440479,0.018012,0.017690,-0.022568,-0.022159
1.210001,0.453125,0.450621,0.014758,0.015083,-0.023663,-0.023025
1.215001,0.465367,0.465331,0.011541,0.011218,-0.024788,-0.024361
1.220001,0.477451,0.475003,0.008326,0.008642,-0.025955,-0.025286
1.225001,0.489592,0.489590,0.005148,0.004825,-0.027137,-0.026690
1.230001,0.501925,0.499467,0.002066,0.002354,-0.028299,-0.027611
1.235002,0.514483,0.514551,-0.000845,-0.001143,-0.029403,-0.028922
1.240002,0.527211,0.524747,-0.003541,-0.003304,-0.030420,-0.029728
1.245002,0.539974,0.540077,-0.005960,-0.006211,-0.031306,-0.030781
1.250002,0.552619,0.550209,-0.008071,-0.007900,-0.032034,-0.031355
1.255003,0.564971,0.565048,-0.009949,-0.010158,-0.032637,-0.032072
1.260003,0.576886,0.574596,-0.011665,-0.011531,-0.033152,-0.032479
1.265003,0.588226,0.588227,-0.013251,-0.013437,-0.033592,-0.033000
1.270003,0.598972,0.596837,-0.014690,-0.014588,-0.033936,-0.033270
1.275004,0.609137,0.609058,-0.015990,-0.016149,-0.034182,-0.033560
1.280004,0.618772,0.616781,-0.017179,-0.017102,-0.034344,-0.033687
1.285004,0.627936,0.627800,-0.018297,-0.018446,-0.034454,-0.033816
1.290004,0.636507,0.634676,-0.019402,-0.019332,-0.034552,-0.033893
1.295004,0.644411,0.644189,-0.020470,-0.020614,-0.034615,-0.033964
1.300005,0.651684,0.650025,-0.021444,-0.021395,-0.034596,-0.033947
1.305005,0.658403,0.658119,-0.022309,-0.022432,-0.034487,-0.033813
1.310005,0.664576,0.663077,-0.023070,-0.023040,-0.034295,-0.033657
1.315005,0.670243,0.669913,-0.023800,-0.023918,-0.034078,-0.033396
1.320006,0.675515,0.674150,-0.024558,-0.024525,-0.033880,-0.033236
1.325006,0.680478,0.680142,-0.025360,-0.025486,-0.033716,-0.033035
1.330006,0.685152,0.683904,-0.026146,-0.026117,-0.033540,-0.032894
1.335006,0.689555,0.689225,-0.026850,-0.026965,-0.033299,-0.032605
1.340007,0.693739,0.692595,-0.027482,-0.027472,-0.032997,-0.032364
1.345007,0.697782,0.697484,-0.027999,-0.028093,-0.032600,-0.031885
1.350007,0.701706,0.700651,-0.028361,-0.028383,-0.032067,-0.031459
1.355007,0.705357,0.705064,-0.028568,-0.028634,-0.031407,-0.030668
1.360008,0.708337,0.707483,-0.028686,-0.028728,-0.030679,-0.030085
1.365008,0.710134,0.709673,-0.028731,-0.028782,-0.029888,-0.029136
1.370008,0.710291,0.709834,-0.028689,-0.028750,-0.029022,-0.028443
1.375008,0.708345,0.707532,-0.028533,-0.028564,-0.028060,-0.027288
1.380008,0.703912,0.704017,-0.028242,-0.028332,-0.026986,-0.026428
1.385009,0.696699,0.695399,-0.027847,-0.027863,-0.025829,-0.025040
1.390009,0.686506,0.687272,-0.027398,-0.027506,-0.024636,-0.024085
1.395009,0.673288,0.671450,-0.026918,-0.026937,-0.023439,-0.022649
1.400009,0.657122,0.658539,-0.026473,-0.026583,-0.022297,-0.021734
1.405010,0.638193,0.635867,-0.026045,-0.026077,-0.021200,-0.020415
1.410010,0.616734,0.618720,-0.025614,-0.025737,-0.020129,-0.019558
1.415010,0.593099,0.590404,-0.025143,-0.025180,-0.019056,-0.018269
1.420010,0.567664,0.570077,-0.024664,-0.024802,-0.018005,-0.017426
1.425011,0.540728,0.537796,-0.024167,-0.024213,-0.016976,-0.016188
1.430011,0.512582,0.515298,-0.023613,-0.023775,-0.015952,-0.015366
1.435011,0.483526,0.480467,-0.022993,-0.023041,-0.014940,-0.014148
1.440011,0.453804,0.456708,-0.022339,-0.022520,-0.013962,-0.013361
1.445011,0.423610,0.420508,-0.021720,-0.021785,-0.013055,-0.012269
1.450012,0.393122,0.396134,-0.021161,-0.021344,-0.012228,-0.011604
1.455012,0.362466,0.359375,-0.020623,-0.020705,-0.011461,-0.010680
1.460012,0.331737,0.334805,-0.020082,-0.020277,-0.010742,-0.010103
1.465012,0.301028,0.297976,-0.019521,-0.019609,-0.010060,-0.009280
1.470013,0.270420,0.273501,-0.018913,-0.019127,-0.009406,-0.008754
1.475013,0.239948,0.236951,-0.018236,-0.018320,-0.008774,-0.007991
1.480013,0.209584,0.212670,-0.017499,-0.017735,-0.008176,-0.007509
1.485013,0.179345,0.176396,-0.016726,-0.016811,-0.007616,-0.006831
1.490014,0.149238,0.152314,-0.015917,-0.016169,-0.007095,-0.006411
1.495014,0.119375,0.116486,-0.015009,-0.015084,-0.006602,-0.005813
1.500014,0.089817,0.092844,-0.013978,-0.014262,-0.006140,-0.005438
1.505014,0.060621,0.057815,-0.012810,-0.012866,-0.005713,-0.004918
1.510015,0.031826,0.034780,-0.011535,-0.011848,-0.005325,-0.004601
1.515015,0.003489,0.000777,-0.010240,-0.010297,-0.004979,-0.004177
1.520015,-0.024360,-0.021503,-0.008978,-0.009288,-0.004678,-0.003930
1.525015,-0.051609,-0.054203,-0.007789,-0.007865,-0.004420,-0.003612
1.530015,-0.078234,-0.075506,-0.006735,-0.007025,-0.004195,-0.003428
1.535016,-0.104230,-0.106705,-0.005841,-0.005954,-0.003996,-0.003183
1.540016,-0.129540,-0.126959,-0.005057,-0.005329,-0.003822,-0.003041
1.545016,-0.154043,-0.156371,-0.004332,-0.004460,-0.003675,-0.002860
1.550016,-0.177627,-0.175244,-0.003679,-0.003939,-0.003546,-0.002755
1.555017,-0.200144,-0.202276,-0.003103,-0.003248,-0.003429,-0.002611
1.560017,-0.221514,-0.219379,-0.002580,-0.002829,-0.003323,-0.002524
1.565017,-0.241699,-0.243612,-0.002130,-0.002291,-0.003227,-0.002406
1.570017,-0.260597,-0.258740,-0.001762,-0.001996,-0.003140,-0.002336
1.575018,-0.278142,-0.279808,-0.001435,-0.001602,-0.003072,-0.002253
1.580018,-0.294319,-0.292761,-0.001138,-0.001363,-0.003023,-0.002214
1.585018,-0.309165,-0.310595,-0.000898,-0.001076,-0.002978,-0.002159
1.590018,-0.322763,-0.321485,-0.000713,-0.000928,-0.002932,-0.002122
1.595019,-0.335153,-0.336372,-0.000612,-0.000806,-0.002869,-0.002047
1.600019,-0.346337,-0.345335,-0.000541,-0.000748,-0.002804,-0.001995
1.605019,-0.356261,-0.357267,-0.000497,-0.000693,-0.002733,-0.001911
1.610019,-0.364947,-0.364230,-0.000408,-0.000620,-0.002681,-0.001869
1.615019,-0.372396,-0.373193,-0.000263,-0.000447,-0.002648,-0.001829
1.620020,-0.378663,-0.378222,-0.000082,-0.000302,-0.002627,-0.001813
1.625020,-0.383731,-0.384326,0.000112,-0.000067,-0.002608,-0.001791
1.630020,-0.387578,-0.387418,0.000377,0.000144,-0.002615,-0.001796
1.635020,-0.390306,-0.390717,0.000771,0.000616,-0.002673,-0.001865
1.640021,-0.391999,-0.392087,0.001311,0.001050,-0.002793,-0.001962
1.645021,-0.392649,-0.392892,0.001943,0.001805,-0.002952,-0.002152
1.650021,-0.392279,-0.392609,0.002558,0.002296,-0.003110,-0.002277
1.655021,-0.390939,-0.391025,0.003164,0.003024,-0.003265,-0.002464
1.660022,-0.388588,-0.389161,0.003764,0.003505,-0.003414,-0.002584
1.665022,-0.385228,-0.385154,0.004299,0.004147,-0.003530,-0.002724
1.670022,-0.380870,-0.381685,0.004760,0.004516,-0.003608,-0.002787
1.675022,-0.375525,-0.375297,0.005137,0.004968,-0.003648,-0.002836
1.680022,-0.369273,-0.370307,0.005384,0.005166,-0.003633,-0.002823
