time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
15.712720,-2.399036,-2.379099,-2.355039
15.717722,nan,-2.370263,-2.348307
15.722724,-2.318297,-2.360406,-2.341630
15.727726,nan,-2.352494,-2.334997
15.732728,-2.301193,-2.344782,-2.328363
15.737730,nan,-2.336927,-2.321704
15.742732,-2.272281,-2.327646,-2.315026
15.747734,nan,-2.319520,-2.308322
15.752736,-2.120835,-2.294768,-2.301576
15.757738,nan,-2.289709,-2.294801
15.762740,-2.186807,-2.275096,-2.288003
15.767742,nan,-2.265134,-2.281161
15.772744,-2.295708,-2.263552,-2.274288
15.777746,nan,-2.258256,-2.267419
15.782748,-2.300505,-2.256384,-2.260557
15.787750,nan,-2.247304,-2.253722
15.792752,-2.389290,-2.254483,-2.246903
15.797754,nan,-2.247109,-2.240114
15.802756,-2.129523,-2.233173,-2.233361
15.807758,nan,-2.225226,-2.226634
15.812760,-2.161247,-2.213911,-2.219964
15.817762,nan,-2.205516,-2.213372
15.822764,-2.346419,-2.216883,-2.206871
15.827766,nan,-2.208488,-2.200446
15.832768,-2.249175,-2.205100,-2.194050
15.837770,nan,-2.197761,-2.187653
15.842772,-2.145366,-2.187679,-2.181247
15.847775,nan,-2.183715,-2.174835
15.852777,-2.208889,-2.181494,-2.168423
15.857779,nan,-2.178312,-2.161983
15.862781,-2.081983,-2.163716,-2.155521
15.867783,nan,-2.155005,-2.149049
15.872785,-2.224787,-2.155929,-2.142582
15.877787,nan,-2.146350,-2.136143
15.882789,-2.131152,-2.139208,-2.129753
15.887791,nan,-2.132400,-2.123394
15.892793,-2.277481,-2.139533,-2.117058
15.897795,nan,-2.129348,-2.110735
15.902797,-2.327842,-2.145164,-2.104409
15.907799,nan,-2.140836,-2.098089
15.912801,-2.192156,-2.139756,-2.091765
15.917803,nan,-2.129641,-2.085535
15.922805,-2.163481,-2.130380,-2.079644
15.927807,nan,-2.126577,-2.074393
15.932809,-2.001590,-2.110751,-2.070001
15.937811,nan,-2.106440,-2.066683
15.942813,-2.099266,-2.103680,-2.064595
15.947815,nan,-2.102212,-2.063753
15.952817,-2.068599,-2.097674,-2.064089
15.957819,nan,-2.099745,-2.065512
15.962821,-2.124268,-2.104181,-2.067894
15.967823,nan,-2.106835,-2.070999
15.972825,-2.129168,-2.109143,-2.074486
15.977827,nan,-2.111372,-2.078044
15.982829,-2.130232,-2.114019,-2.081380
15.987831,nan,-2.116102,-2.084257
15.992833,-2.182000,-2.125680,-2.086492
15.997835,nan,-2.129753,-2.087919
16.002834,-1.924897,-2.110841,-2.088400
16.007832,nan,-2.109401,-2.087849
16.012829,-2.177117,-2.113488,-2.086300
16.017826,nan,-2.110083,-2.083852
16.022823,-2.082016,-2.104978,-2.080589
16.027821,nan,-2.098325,-2.076580
16.032818,-1.981615,-2.082285,-2.071831
16.037815,nan,-2.074113,-2.066288
16.042812,-2.284499,-2.089806,-2.059841
16.047810,nan,-2.075649,-2.052391
16.052807,-1.816144,-2.047491,-2.043868
16.057804,nan,-2.034775,-2.034252
16.062801,-1.917195,-2.014033,-2.023571
16.067799,nan,-1.998696,-2.011894
16.072796,-1.924618,-1.981388,-1.999321
16.077793,nan,-1.961027,-1.985955
16.082790,-2.062090,-1.959319,-1.971902
16.087788,nan,-1.942570,-1.957251
16.092785,-1.959406,-1.932370,-1.942099
16.097782,nan,-1.910659,-1.926579
16.102779,-1.863688,-1.893538,-1.910841
16.107777,nan,-1.871699,-1.895033
16.112774,-1.870722,-1.861404,-1.879270
16.117771,nan,-1.840564,-1.863659
16.122768,-1.926197,-1.838102,-1.848293
16.127766,nan,-1.814202,-1.833240
16.132763,-1.715526,-1.796503,-1.818526
16.137760,nan,-1.779224,-1.804174
16.142757,-1.674779,-1.758606,-1.790206
16.147755,nan,-1.738263,-1.776632
16.152752,-1.904476,-1.745682,-1.763456
16.157749,nan,-1.732069,-1.750677
16.162746,-1.843495,-1.733259,-1.738337
16.167744,nan,-1.719507,-1.726475
16.172741,-1.636053,-1.703585,-1.715106
16.177738,nan,-1.688712,-1.704228
16.182735,-1.742579,-1.686238,-1.693853
16.187733,nan,-1.673382,-1.683956
16.192730,-1.535678,-1.656678,-1.674525
16.197727,nan,-1.645789,-1.665578
16.202724,-1.552072,-1.633209,-1.657105
16.207722,nan,-1.624188,-1.649096
16.212719,-1.590170,-1.614207,-1.641565
16.217716,nan,-1.605978,-1.634514
16.222713,-1.529922,-1.591214,-1.627919
16.227711,nan,-1.581889,-1.621749
16.232708,-1.611972,-1.580211,-1.615971
16.237705,nan,-1.574350,-1.610547
16.242702,-1.784787,-1.592135,-1.605460
16.247700,nan,-1.584926,-1.600673
16.252697,-1.562245,-1.582375,-1.596138
16.257694,nan,-1.582554,-1.591827
16.262691,-1.600836,-1.579540,-1.587732
16.267689,nan,-1.576171,-1.583871
16.272686,-1.389613,-1.555587,-1.580259
16.277683,nan,-1.549443,-1.576889
16.282681,-1.500716,-1.543782,-1.573735
16.287678,nan,-1.541007,-1.570811
16.292675,-1.659895,-1.551506,-1.568122
16.297672,nan,-1.549675,-1.565648
16.302670,-1.614647,-1.554703,-1.563379
16.307667,nan,-1.548592,-1.561320
16.312664,-1.595729,-1.547731,-1.559480
16.317661,nan,-1.544867,-1.557854
16.322659,-1.531164,-1.543664,-1.556445
16.327656,nan,-1.543123,-1.555262
16.332653,-1.491310,-1.537622,-1.554291
16.337650,nan,-1.539346,-1.553491
16.342648,-1.574787,-1.538287,-1.552829
16.347645,nan,-1.536314,-1.552250
16.352642,-1.568820,-1.540798,-1.551746
16.357639,nan,-1.538653,-1.551305
16.362637,-1.553034,-1.540350,-1.550913
16.367634,nan,-1.538023,-1.550572
16.372631,-1.540936,-1.538142,-1.550291
16.377628,nan,-1.538844,-1.550080
16.382626,-1.561834,-1.542656,-1.549935
16.387623,nan,-1.537864,-1.549849
16.392620,-1.672806,-1.551702,-1.549840
16.397617,nan,-1.550666,-1.549899
16.402615,-1.625528,-1.560471,-1.550035
16.407612,nan,-1.557993,-1.550242
16.412609,-1.716032,-1.570446,-1.550493
16.417606,nan,-1.570593,-1.550776
16.422604,-1.483306,-1.566500,-1.551081
16.427601,nan,-1.566468,-1.551402
16.432598,-1.581923,-1.566838,-1.551727
16.437595,nan,-1.567334,-1.552054
16.442593,-1.504793,-1.561002,-1.552402
16.447590,nan,-1.567527,-1.552765
16.452587,-1.658034,-1.578378,-1.553141
16.457584,nan,-1.577946,-1.553523
16.462582,-1.559148,-1.573935,-1.553910
16.467579,nan,-1.572111,-1.554306
16.472576,-1.512048,-1.567997,-1.554715
16.477573,nan,-1.567173,-1.555152
16.482571,-1.652833,-1.576905,-1.555617
16.487568,nan,-1.574627,-1.556108
16.492565,-1.576820,-1.575221,-1.556614
16.497562,nan,-1.579485,-1.557121
16.502560,-1.669500,-1.589677,-1.557626
16.507557,nan,-1.588290,-1.558136
16.512554,-1.490782,-1.579319,-1.558650
16.517551,nan,-1.582878,-1.559162
16.522549,-1.550371,-1.579059,-1.559664
16.527546,nan,-1.578037,-1.560143
16.532543,-1.411050,-1.561379,-1.560591
16.537540,nan,-1.563603,-1.561009
16.542538,-1.413402,-1.549798,-1.561396
16.547535,nan,-1.547099,-1.561760
16.552532,-1.406425,-1.534965,-1.562102
16.557529,nan,-1.536410,-1.562425
16.562527,-1.652527,-1.544867,-1.562732
16.567524,nan,-1.547892,-1.563028
16.572521,-1.432550,-1.535662,-1.563319
16.577518,nan,-1.531077,-1.563605
16.582516,-1.699033,-1.547489,-1.563883
16.587513,nan,-1.546869,-1.564150
16.592510,-1.600527,-1.554623,-1.564395
16.597507,nan,-1.553651,-1.564613
16.602505,-1.657459,-1.564905,-1.564815
16.607502,nan,-1.565189,-1.565016
16.612499,-1.510651,-1.562642,-1.565212
16.617496,nan,-1.558289,-1.565398
16.622494,-1.522463,-1.554485,-1.565583
16.627491,nan,-1.553062,-1.565763
16.632488,-1.784762,-1.573942,-1.565943
16.637486,nan,-1.573235,-1.566119
16.642483,-1.668915,-1.581967,-1.566288
16.647480,nan,-1.587505,-1.566457
16.652477,-1.649857,-1.591747,-1.566623
16.657475,nan,-1.589288,-1.566790
16.662472,-1.659344,-1.593776,-1.566961
16.667469,nan,-1.599232,-1.567126
16.672466,-1.699035,-1.609451,-1.567287
16.677464,nan,-1.615749,-1.567443
16.682461,-1.764442,-1.628920,-1.567592
16.687458,nan,-1.628931,-1.567728
16.692455,-1.470019,-1.612663,-1.567858
16.697453,nan,-1.614703,-1.567990
16.702450,-1.627189,-1.617443,-1.568132
16.707447,nan,-1.613539,-1.568282
16.712444,-1.474429,-1.598921,-1.568440
16.717442,nan,-1.597696,-1.568604
16.722439,-1.567482,-1.594610,-1.568765
16.727436,nan,-1.593640,-1.568917
16.732433,-1.511018,-1.584001,-1.569065
16.737431,nan,-1.584558,-1.569207
16.742428,-1.359200,-1.564104,-1.569341
16.747425,nan,-1.565394,-1.569463
16.752422,-1.620913,-1.570426,-1.569572
16.757420,nan,-1.572811,-1.569677
16.762417,-1.599619,-1.571879,-1.569800
16.767414,nan,-1.572392,-1.569967
16.772411,-1.561677,-1.570560,-1.570203
16.777409,nan,-1.576392,-1.570517
16.782406,-1.521471,-1.573258,-1.570907
16.787403,nan,-1.574606,-1.571364
16.792400,-1.495404,-1.564120,-1.571867
16.797398,nan,-1.567640,-1.572387
16.802395,-1.426377,-1.561435,-1.572894
16.807392,nan,-1.561679,-1.573361
16.812389,-1.437593,-1.550620,-1.573761
16.817387,nan,-1.553861,-1.574075
16.822384,-1.805598,-1.579886,-1.574288
16.827381,nan,-1.583664,-1.574401
16.832378,-1.491619,-1.576131,-1.574411
16.837376,nan,-1.577326,-1.574317
16.842373,-1.377838,-1.561609,-1.574121
16.847370,nan,-1.565417,-1.573824
16.852367,-1.528851,-1.560987,-1.573431
16.857365,nan,-1.563131,-1.572947
16.862362,-1.515786,-1.561494,-1.572378
16.867359,nan,-1.562617,-1.571730
16.872356,-1.579987,-1.566671,-1.571007
16.877354,nan,-1.569895,-1.570213
16.882351,-1.759265,-1.588766,-1.569353
16.887348,nan,-1.591876,-1.568431
16.892345,-1.444181,-1.578628,-1.567445
16.897343,nan,-1.577826,-1.566392
16.902340,-1.492213,-1.570169,-1.565268
16.907337,nan,-1.570322,-1.564072
16.912334,-1.530415,-1.568567,-1.562808
16.917332,nan,-1.571150,-1.561478
16.922329,-1.477427,-1.562417,-1.560093
16.927326,nan,-1.562680,-1.558666
16.932323,-1.363793,-1.542680,-1.557215
16.937321,nan,-1.542035,-1.555752
16.942318,-1.511981,-1.539674,-1.554294
16.947315,nan,-1.538268,-1.552859
16.952312,-1.556283,-1.540840,-1.551465
16.957310,nan,-1.541639,-1.550121
16.962307,-1.633090,-1.550197,-1.548835
16.967304,nan,-1.550206,-1.547624
16.972301,-1.402142,-1.536545,-1.546510
16.977299,nan,-1.534975,-1.545510
16.982296,-1.521293,-1.532291,-1.544629
16.987293,nan,-1.532731,-1.543866
16.992290,-1.519401,-1.529628,-1.543224
16.997288,nan,-1.532045,-1.542709
17.002285,-1.427974,-1.521487,-1.542323
17.007282,nan,-1.520222,-1.542057
17.012280,-1.630564,-1.531206,-1.541881
17.017277,nan,-1.527999,-1.541743
17.022274,-1.433197,-1.517715,-1.541588
17.027271,nan,-1.516914,-1.541382
17.032269,-1.521941,-1.517338,-1.541112
17.037266,nan,-1.518684,-1.540772
17.042263,-1.565308,-1.521933,-1.540357
17.047260,nan,-1.523793,-1.539868
17.052258,-1.572265,-1.528844,-1.539305
17.057255,nan,-1.529817,-1.538680
17.062252,-1.455531,-1.522155,-1.538002
17.067249,nan,-1.519654,-1.537266
17.072247,-1.458235,-1.516217,-1.536468
17.077244,nan,-1.512609,-1.535603
17.082241,-1.623514,-1.524935,-1.534665
17.087238,nan,-1.520318,-1.533646
17.092236,-1.610138,-1.528824,-1.532538
17.097233,nan,-1.528000,-1.531328
17.102230,-1.576850,-1.530924,-1.530007
17.107227,nan,-1.528754,-1.528565
17.112225,-1.551132,-1.530594,-1.526993
17.117222,nan,-1.531076,-1.525283
17.122219,-1.374779,-1.514349,-1.523428
17.127216,nan,-1.510109,-1.521426
17.132214,-1.518680,-1.508205,-1.519266
17.137211,nan,-1.507431,-1.516949
17.142208,-1.492563,-1.506201,-1.514474
17.147205,nan,-1.507761,-1.511835
17.152203,-1.658902,-1.520935,-1.509033
17.157200,nan,-1.515572,-1.506073
17.162197,-1.383430,-1.499862,-1.502954
17.167194,nan,-1.498611,-1.499676
17.172192,-1.470282,-1.491654,-1.496242
17.177189,nan,-1.482423,-1.492650
17.182186,-1.600664,-1.492621,-1.488903
17.187183,nan,-1.487143,-1.485007
17.192181,-1.359127,-1.470758,-1.480960
17.197178,nan,-1.463416,-1.476756
17.202175,-1.393560,-1.450440,-1.472399
17.207172,nan,-1.446954,-1.467892
17.212170,-1.513833,-1.450369,-1.463237
17.217167,nan,-1.444991,-1.458440
17.222164,-1.359749,-1.435900,-1.453504
17.227161,nan,-1.430208,-1.448432
17.232159,-1.373194,-1.419926,-1.443222
17.237156,nan,-1.415129,-1.437887
17.242153,-1.502913,-1.417377,-1.432448
17.247150,nan,-1.411302,-1.426913
17.252148,-1.522854,-1.417965,-1.421290
17.257145,nan,-1.407871,-1.415585
17.262142,-1.360591,-1.398614,-1.409792
17.267139,nan,-1.389443,-1.403906
17.272137,-1.326540,-1.378849,-1.397919
17.277134,nan,-1.374031,-1.391827
17.282131,-1.518590,-1.380740,-1.385642
17.287128,nan,-1.371929,-1.379376
17.292126,-1.335323,-1.365060,-1.373034
17.297123,nan,-1.358466,-1.366612
17.302120,-1.414125,-1.355231,-1.360127
17.307117,nan,-1.349100,-1.353574
17.312115,-1.350953,-1.347584,-1.346950
17.317112,nan,-1.342028,-1.340265
17.322109,-1.325714,-1.334813,-1.333533
17.327106,nan,-1.327343,-1.326754
17.332104,-1.184425,-1.306499,-1.319918
17.337101,nan,-1.299053,-1.313044
17.342098,-1.352122,-1.300324,-1.306127
17.347095,nan,-1.295837,-1.299174
17.352093,-1.596024,-1.319970,-1.292185
17.357090,nan,-1.312918,-1.285165
17.362087,-1.229247,-1.299264,-1.278123
17.367085,nan,-1.291722,-1.271073
17.372082,-1.310102,-1.285652,-1.264026
17.377079,nan,-1.276754,-1.256967
17.382076,-1.168932,-1.263631,-1.249905
17.387074,nan,-1.256059,-1.242842
17.392071,-1.151395,-1.242608,-1.235786
17.397068,nan,-1.231828,-1.228741
17.402065,-1.216213,-1.227427,-1.221707
17.407063,nan,-1.216946,-1.214658
17.412060,-1.292899,-1.220713,-1.207596
17.417057,nan,-1.214435,-1.200524
17.422054,-1.114411,-1.199872,-1.193419
17.427052,nan,-1.189974,-1.186267
17.432049,-1.212391,-1.185068,-1.179071
17.437046,nan,-1.176324,-1.171825
17.442043,-1.147251,-1.164952,-1.164541
17.447041,nan,-1.155961,-1.157227
17.452038,-1.116410,-1.143911,-1.149896
17.457035,nan,-1.135214,-1.142556
17.462032,-1.266870,-1.141744,-1.135239
17.467030,nan,-1.132211,-1.127953
17.472027,-1.098994,-1.122708,-1.120685
17.477024,nan,-1.116765,-1.113435
17.482021,-1.098311,-1.108613,-1.106193
17.487019,nan,-1.100624,-1.098956
17.492016,-1.150973,-1.098952,-1.091726
17.497013,nan,-1.088013,-1.084485
17.502010,-0.834853,-1.057943,-1.077229
17.507008,nan,-1.051434,-1.069978
17.512005,-1.085543,-1.050242,-1.062759
17.517002,nan,-1.040705,-1.055557
17.521999,-1.078595,-1.040182,-1.048368
17.526997,nan,-1.026452,-1.041203
17.531994,-1.018039,-1.019216,-1.034063
17.536991,nan,-1.014184,-1.026932
17.541988,-0.980792,-1.001866,-1.019804
17.546986,nan,-0.993138,-1.012674
17.551983,-1.023009,-0.989620,-1.005570
17.556980,nan,-0.979197,-0.998501
17.561977,-1.142490,-0.990577,-0.991468
17.566975,nan,-0.979768,-0.984477
17.571972,-0.914599,-0.967676,-0.977523
17.576969,nan,-0.957500,-0.970588
17.581966,-1.002678,-0.956250,-0.963656
17.586964,nan,-0.948297,-0.956721
17.591961,-0.924034,-0.938660,-0.949775
17.596958,nan,-0.933535,-0.942831
17.601955,-0.861335,-0.920710,-0.935900
17.606953,nan,-0.912237,-0.928972
17.611950,-0.822957,-0.896884,-0.922042
17.616947,nan,-0.888434,-0.915107
17.621944,-0.846439,-0.880394,-0.908196
17.626942,nan,-0.867901,-0.901340
17.631939,-1.025760,-0.881112,-0.894539
17.636936,nan,-0.875865,-0.887771
17.641933,-0.729784,-0.855980,-0.881019
17.646931,nan,-0.848766,-0.874325
